"","user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"17","3072104671","Darlene Dean LaMar","Forever_N_Books","United States","Moving up in the world. Look ma! I'm a Published Author! Link 2 my Amazon Author's Page below!","https://t.co/awnU96Zs0O",FALSE,1230,1116,170,96293,33198,2015-03-10 23:30:45,FALSE,"https://t.co/awnU96Zs0O","http://amazon.com/author/darlenelamar","en","https://pbs.twimg.com/profile_banners/3072104671/1475364461","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/782361527143714817/bNo-FX_S_normal.jpg"
"18","3072104671","Darlene Dean LaMar","Forever_N_Books","United States","Moving up in the world. Look ma! I'm a Published Author! Link 2 my Amazon Author's Page below!","https://t.co/awnU96Zs0O",FALSE,1230,1116,170,96293,33198,2015-03-10 23:30:45,FALSE,"https://t.co/awnU96Zs0O","http://amazon.com/author/darlenelamar","en","https://pbs.twimg.com/profile_banners/3072104671/1475364461","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/782361527143714817/bNo-FX_S_normal.jpg"
"19","3072104671","Darlene Dean LaMar","Forever_N_Books","United States","Moving up in the world. Look ma! I'm a Published Author! Link 2 my Amazon Author's Page below!","https://t.co/awnU96Zs0O",FALSE,1230,1116,170,96293,33198,2015-03-10 23:30:45,FALSE,"https://t.co/awnU96Zs0O","http://amazon.com/author/darlenelamar","en","https://pbs.twimg.com/profile_banners/3072104671/1475364461","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/782361527143714817/bNo-FX_S_normal.jpg"
"20","3072104671","Darlene Dean LaMar","Forever_N_Books","United States","Moving up in the world. Look ma! I'm a Published Author! Link 2 my Amazon Author's Page below!","https://t.co/awnU96Zs0O",FALSE,1230,1116,170,96293,33198,2015-03-10 23:30:45,FALSE,"https://t.co/awnU96Zs0O","http://amazon.com/author/darlenelamar","en","https://pbs.twimg.com/profile_banners/3072104671/1475364461","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/782361527143714817/bNo-FX_S_normal.jpg"
"21","3072104671","Darlene Dean LaMar","Forever_N_Books","United States","Moving up in the world. Look ma! I'm a Published Author! Link 2 my Amazon Author's Page below!","https://t.co/awnU96Zs0O",FALSE,1230,1116,170,96293,33198,2015-03-10 23:30:45,FALSE,"https://t.co/awnU96Zs0O","http://amazon.com/author/darlenelamar","en","https://pbs.twimg.com/profile_banners/3072104671/1475364461","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/782361527143714817/bNo-FX_S_normal.jpg"
"22","3072104671","Darlene Dean LaMar","Forever_N_Books","United States","Moving up in the world. Look ma! I'm a Published Author! Link 2 my Amazon Author's Page below!","https://t.co/awnU96Zs0O",FALSE,1230,1116,170,96293,33198,2015-03-10 23:30:45,FALSE,"https://t.co/awnU96Zs0O","http://amazon.com/author/darlenelamar","en","https://pbs.twimg.com/profile_banners/3072104671/1475364461","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/782361527143714817/bNo-FX_S_normal.jpg"
"23","3072104671","Darlene Dean LaMar","Forever_N_Books","United States","Moving up in the world. Look ma! I'm a Published Author! Link 2 my Amazon Author's Page below!","https://t.co/awnU96Zs0O",FALSE,1230,1116,170,96293,33198,2015-03-10 23:30:45,FALSE,"https://t.co/awnU96Zs0O","http://amazon.com/author/darlenelamar","en","https://pbs.twimg.com/profile_banners/3072104671/1475364461","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/782361527143714817/bNo-FX_S_normal.jpg"
"24","525738895","watchin'you","usa196057","USA","",NA,FALSE,129,59,0,14982,2719,2012-03-15 20:50:07,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/525738895/1484195244","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/819400533303820289/oFbgfFqO_normal.jpg"
"25","24021806","MommaP","MommaPowerr","right here","Wife, Mom of 2, I've never been political but 45 needs to be put in jail. America has always been great!",NA,FALSE,289,730,3,8337,11079,2009-03-12 20:04:27,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/24021806/1360872552","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/446109921328005120/jcv2Ux0I_normal.jpeg"
"26","31160236","Chuck Willard","tricharlie","","",NA,FALSE,15,71,0,624,2291,2009-04-14 16:30:21,FALSE,NA,NA,"en",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"27","826231914256142337","Lisa Cabello","Bee30758370","","Catholic, Republican Pro-Life Deplorable and Love Constitution",NA,FALSE,3696,4059,16,64340,24006,2017-01-31 00:53:33,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/826231914256142337/1495245351","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/908473556593283072/OvObRVw4_normal.jpg"
"28","363851545","Matthew J. Denton","MDBitz","Syracuse, New York","Dad, Programmer, and Book Fanatic",NA,FALSE,171,108,8,1740,1388,2011-08-28 20:04:44,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/363851545/1477506458","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/824980869077151744/GXQB43zP_normal.jpg"
"29","1862612154","Darla Caesar","dccc1055","Houston, TX","",NA,FALSE,234,390,2,21812,32830,2013-09-14 04:29:08,FALSE,NA,NA,"en",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"30","943740000813723649","Firestar <f0><U+009F><U+0092><U+00A5>","FirestarResists","Marvel Universe","#Resistance #FBR",NA,FALSE,172,244,0,1079,2505,2017-12-21 07:08:44,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/943740000813723649/1514012131",NA,"http://pbs.twimg.com/profile_images/952107243486568448/1ubYm_HS_normal.jpg"
"31","403118869","Susan K. Heflin","SusanKHeflin","Alexandria, Virginia","Mother of 4, Grandmother of 3. Avid reader. Loves Sweepstakes.",NA,FALSE,1124,1240,20,47126,46246,2011-11-02 01:42:54,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/403118869/1516113099","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/953489865261404160/TI6hUhim_normal.jpg"
"32","1686880182","<f0><U+009F><U+008C><U+00A8><U+2744><U+FE0F>Charlotte ""Evil Socialist"" Townshend<U+2744><U+FE0F><f0><U+009F><U+008C><U+00A8>","Sw33tCh377yPi3","Land of Resistance","<f0><U+009F><U+008D><U+0092>Writer, convention queen, random other things. Opinions are my own. I have never aspired to be subtle.<f0><U+009F><U+008D><U+0092>",NA,FALSE,587,664,19,79012,54836,2013-08-20 23:11:36,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/1686880182/1508095429","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/958094915917008898/y4p-kQWo_normal.jpg"
"33","1549651490","James","jcmarbury","Shaker Heights, OH","Retired Realtor, General Contractor",NA,FALSE,645,361,30,160132,132928,2013-06-27 03:15:46,FALSE,NA,NA,"en",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/755873250501066752/5NDOV5QU_normal.jpg"
"34","823677056890314752","Russian Intelligence","chance4gardener","Canada","From seed to shining seed. Honest informed ethical responsible accountable stewardship will sustain us. An offshore foreign mirror reflecting the US devolution.",NA,FALSE,1483,2654,4,88059,10666,2017-01-23 23:41:28,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/823677056890314752/1487415406","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/900277877194850305/Z3WiO0Hn_normal.jpg"
"35","3170925475","Kimberly Bozman","KimberlyBozman","United States","BSCE, BSEM, MBA",NA,FALSE,678,404,75,97570,51755,2015-04-24 14:37:59,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/3170925475/1439477260","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/839290735987941376/C0mR7twR_normal.jpg"
"36","787443607552733184","Don L Bund","donlbund","Oregon, USA","Just as stupid as you",NA,FALSE,221,441,3,1687,11792,2016-10-16 00:02:40,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/787443607552733184/1482958455",NA,"http://pbs.twimg.com/profile_images/814212905298116609/KGypXi9j_normal.jpg"
"37","869772766672584704","Roger Ames","PastaKittyPaws","Portland, OR","",NA,FALSE,38,98,0,4805,723,2017-05-31 04:29:21,FALSE,NA,NA,"en",NA,NA,"http://pbs.twimg.com/profile_images/910933946178854912/t-3VLmWW_normal.jpg"
"38","1494328225","DorothyF","Medaca71dmf","","",NA,FALSE,156,409,1,4939,7774,2013-06-09 00:54:42,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/1494328225/1513430819","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/942023422485331970/UwRim32R_normal.jpg"
"39","34182669","Jenny Johnson","jennykjohnson7","","Democrat • Georgia girl • Italian citizen by luck• Red Sox fan • #TheResistance #NeverBernie",NA,FALSE,1884,1007,157,28940,15594,2009-04-22 04:29:13,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/34182669/1485229613","http://pbs.twimg.com/profile_background_images/262131497/twitter4.jpg","http://pbs.twimg.com/profile_images/830262464386314244/Bnm9NZ6y_normal.jpg"
"40","949068186196037632","Steph","ocarinaofreason","United States","Retweets: SCIENCE, Math, Knowledge, Video Games, Art, Amusements, and US news/politics from a progressive/liberal POV. Hates: Intentional logical fallacies.",NA,FALSE,87,243,1,2447,6017,2018-01-05 00:01:03,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/949068186196037632/1515264231",NA,"http://pbs.twimg.com/profile_images/949713132854874112/LFIfnCLN_normal.jpg"
"41","300192455","<f0><U+009F><U+008C><U+008E>(((ShrikeTron)))<f0><U+009F><U+008C><U+008F>","ShrikeTron","","isomorph",NA,FALSE,82,137,6,14217,23279,2011-05-17 10:57:37,FALSE,NA,NA,"en",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1763697378/sopa_pipa_normal.png"
"42","2373857028","JD","JeremyDeeSelden","Michigan, USA","Human, 16th Generation Anchor Baby, 14th amendment proponent, dog lover & #democrat. I'm educated & stay informed #IStandWithAmerica #TheResistance",NA,FALSE,12668,12156,273,211309,35790,2014-03-05 14:35:53,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/2373857028/1395463379","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/769947239108186112/wcufsdau_normal.jpg"
"43","804553619236331520","Sue Leugers","SueLeugers","Ohio, USA","Gov Officials & Agencies Government & Politics United States Cabinet Animal rights Indigenous rights People looking to also learn",NA,FALSE,910,794,18,202577,4948,2016-12-02 05:11:45,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/804553619236331520/1485813433",NA,"http://pbs.twimg.com/profile_images/826187524938878979/KjKVXHcE_normal.jpg"
"44","445996563","Ed<f0><U+009F><U+0092><U+0099>CAFFREY #RepealCitizensUnited #BasicIncome TO","CaffreyEj","Baltimore, MD. 21230","LEARN<U+25BC>INFORM<U+25BC>& INTERACT WITH #P2 #TheRESISTance #NetNeutrality #RestoreTheVRA #FairnessDoctrine <f0><U+009F><U+0090><U+009D>aWORKinProgressIVISM #BrooklynNets https://t.co/EOv5Xzt6kZ","https://t.co/MVLLkjDW5g",FALSE,8113,8345,647,220207,65121,2011-12-25 05:28:15,FALSE,"https://t.co/MVLLkjDW5g","http://www.pandora.com/profile/edwardjcaffrey","en","https://pbs.twimg.com/profile_banners/445996563/1518502990","http://pbs.twimg.com/profile_background_images/752367627184451585/N-m0JcSn.jpg","http://pbs.twimg.com/profile_images/963306592170016768/wjvc5AIx_normal.jpg"
"45","2575892019","skrbelly","skrbelly1","","Living the dream",NA,FALSE,965,1739,21,117691,19553,2014-06-01 18:47:29,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/2575892019/1424659223","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/560071072557838336/qjUrP_mj_normal.jpeg"
"46","169733094","gerald zuckier","gzuckier","","",NA,FALSE,174,618,2,18400,14027,2010-07-23 01:30:01,FALSE,NA,NA,"en",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/821194430594093056/Pc0k36Tq_normal.jpg"
"47","754726391694913536","Reenie Geraci","ReenieGeraci","New York, USA","",NA,FALSE,1341,1680,12,93606,11408,2016-07-17 17:16:09,FALSE,NA,NA,"en",NA,NA,"http://pbs.twimg.com/profile_images/754729025088679936/wyg3uenI_normal.jpg"
"48","162606435","vancitydan","vancitydan","vancity","Politics aficionado. @NucksMisconduct scribe. First they ignore you, then they laugh at you, then they fight you, then you win. Positive. Ask smart ???'s.",NA,FALSE,1504,3265,58,82320,14707,2010-07-04 04:50:21,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/162606435/1447545384","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/469659067334393857/eXBVavhh_normal.jpeg"
"49","2731618972","The Shire<f0><U+009F><U+0087><U+00A8><f0><U+009F><U+0087><U+00A6>","vbrighthorses","","A Canadian, concerned about our friend and neighbour to the south. I think physics and horses are cool, and Christianity is true.",NA,FALSE,164,47,0,36856,38978,2014-08-02 13:20:56,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/2731618972/1493884775","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/840329156059648001/P0rbRAax_normal.jpg"
"50","787481147211079682","Gypsee","Oldgma3","","",NA,FALSE,234,60,1,19554,70743,2016-10-16 02:31:51,FALSE,NA,NA,"en",NA,NA,"http://pbs.twimg.com/profile_images/819911745078603776/YZGtascV_normal.jpg"
"51","807442710873407488","Jackie","jaq_jackie","Rhode Island, USA","Past: Political blinders 

Present: 20\20 vision, staying informed but SHOCKED on a daily. #Demforce #Bluewave",NA,FALSE,784,1196,16,20425,14133,2016-12-10 04:31:58,FALSE,NA,NA,"en",NA,NA,"http://pbs.twimg.com/profile_images/830423502486433793/gQk6Yrzb_normal.jpg"
"52","757548268519772161","Joey","ASMRETMN","","#TheWorld #TheResistance  #IdiotInChief #ImpeachTrump   #MuellerTime #Lockhimup #NeverRepeal #ImstillwithHer #ProtectMueller #BlueTsunami2018 #FBR",NA,FALSE,2512,3685,3,45671,70527,2016-07-25 12:09:16,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/757548268519772161/1497503972","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/875218544853622785/gnwX9h_8_normal.jpg"
"53","957658364","Teresa Parrish","SLObot60","Arizona","Progressive, Boomer, LGBTQIally, Feminist, Green",NA,FALSE,1136,861,196,80630,5149,2012-11-19 15:38:14,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/957658364/1353802392","http://pbs.twimg.com/profile_background_images/716289060/3317d7ac9d0c2b4b32768c634d4e8011.jpeg","http://pbs.twimg.com/profile_images/679040989277720576/Nhn_Y1t0_normal.jpg"
"54","1369285800","James Dubhthaigh","JamesDubhthaigh","Scotland","","https://t.co/7zL0dwjqk9",FALSE,873,1368,67,111895,70830,2013-04-21 11:10:13,FALSE,"https://t.co/7zL0dwjqk9","http://letterboxd.com/PorridgeGun/","en","https://pbs.twimg.com/profile_banners/1369285800/1366576731","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/502450881350991875/2OPLCdnp_normal.png"
"55","1493832079","Be the Change <f0><U+009F><U+008C><U+008E>","ResistGreed","","Progressive. #ProtectTheTruth #DACA #VoteBlue2018 Resist the #Antipresident & GOP #FreeCyntoniaBrown #FreeAhedTamimi",NA,FALSE,1742,1345,1,27978,72420,2013-06-08 20:13:04,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/1493832079/1518370899","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/953529725401665536/pZRxryMs_normal.jpg"
"56","2278849278","Lady_Cross","Dlc40458","USA","Mother and Grandmother, advocate for saving the government<f0><U+009F><U+00A6><U+0085> <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> AntiTrump&AntiNazi ProTrumpers, NAZIS, Alt-Rights will B reported  & blocked,so don't bother.",NA,FALSE,1343,2131,59,63140,59026,2014-01-06 09:42:10,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/2278849278/1484101420","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/927624439277158400/w4D_Bnh6_normal.jpg"
"57","2316383071","Caroline O.","RVAwonk","","#Feminist. Behavioral Scientist.  Freelancer. Writer/Editor @Shareblue Media. Reviving the public scholar & making our information space great again.™",NA,FALSE,285347,3657,2894,63854,65273,2014-01-29 02:27:58,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/2316383071/1465381729","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/754103991966003200/9JwV0DTh_normal.jpg"
"58","17654126","Me","DirectorOfTech","USA","Me",NA,FALSE,324,708,15,5839,3569,2008-11-26 17:09:19,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/17654126/1512170083","http://pbs.twimg.com/profile_background_images/46456456/Slide1.jpg","http://pbs.twimg.com/profile_images/810301384654344192/EKqsMfTp_normal.jpg"
"59","817470217756418048","Pets Rock","PetsRockHMB","United States","America First; stop the Globalist Agenda....Seek Liberty and fight to maintain Freedom of Speech. Be kind.",NA,FALSE,1469,1315,1,29910,51492,2017-01-06 20:37:42,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/817470217756418048/1492204131",NA,"http://pbs.twimg.com/profile_images/929808253730439168/bFh3HmMD_normal.jpg"
"60","937328663678382080","truffledelder","truffledelder","","",NA,FALSE,36,99,0,2545,2331,2017-12-03 14:32:22,FALSE,NA,NA,"en",NA,NA,"http://pbs.twimg.com/profile_images/938496559435542528/FBy9baSU_normal.jpg"
"61","55476641","Norm","NIHAustin","Austin, TX","Tweeting and re-tweeting about anything and everything that interests me.  Opinions are my own.",NA,FALSE,572,260,439,161475,6140,2009-07-10 05:04:52,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/55476641/1501887098","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/494999707312062465/HY5GLkmf_normal.jpeg"
"62","710276232881901572","Ryan Merical","ryan_merical","California, USA","What's Your Why?!? 
#TheResistance",NA,FALSE,206,447,1,17019,48774,2016-03-17 01:27:05,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/710276232881901572/1499616700",NA,"http://pbs.twimg.com/profile_images/913960307462041601/8yOjvLXX_normal.jpg"
"63","309159046","Apples4Grannies","Apples4Grannies","Columbia, MO ","",NA,FALSE,187,476,10,9580,228,2011-06-01 16:42:51,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/309159046/1358917967","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/877260331894005760/824XLMLz_normal.jpg"
"64","29648758","John Koziol <f0><U+009F><U+008E><U+0081>","johnkoziol","Boston, MA","“If you’re going to make up an entire false identity, why would you make yourself into a shitty person?” <U+0422><U+0435><U+043F><U+0435><U+0440><U+044C> <U+043D><U+0438><U+0447><U+0442><U+043E> <U+043D><U+0435> <U+043E><U+0441><U+0442><U+0430><U+043D><U+043E><U+0432><U+0438><U+0442>
<U+041F><U+043E><U+0431><U+0435><U+0434><U+043D><U+044B><U+0439> <U+0448><U+0430><U+0433> <U+0440><U+043E><U+0434><U+043D><U+043E><U+0439> <U+0441><U+0442><U+0440><U+0430><U+043D><U+044B>!","https://t.co/Bo6TwHzWsR",FALSE,114,1825,9,12839,22966,2009-04-08 05:26:45,FALSE,"https://t.co/Bo6TwHzWsR","https://doingtheface.blogspot.com/","en","https://pbs.twimg.com/profile_banners/29648758/1505526820","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/908869712179757056/bjZDUXfu_normal.jpg"
"65","5971382","Tracey Gaughran","traceygaughran","Baltimore, MD","Digital Manager @CTYJohnsHopkins.* Elder nerd-geek. Loves: web comics, weirdos, loud rock musics, quantum physics, MST3K, all of the cheese. *Opinions mine","https://t.co/3lyVeRHyLl",FALSE,10225,2520,762,55200,71626,2007-05-11 18:55:50,FALSE,"https://t.co/3lyVeRHyLl","https://youtu.be/Jmm14g4cAFc","en","https://pbs.twimg.com/profile_banners/5971382/1515523146","http://pbs.twimg.com/profile_background_images/378800000032934233/ced7801cdf17f072b620145dbdb09c49.png","http://pbs.twimg.com/profile_images/925687854617030656/jvoYIskJ_normal.jpg"
